Actual SR Type,Predicted,Data
CAN,CAN,HOW COME I CAN'T SIMULATE A USB-8452 DEVICE IN MAX? IS THERE ANY OTHER WAY TO SIMULATE THIS DEVICE? I NEED TO TEST MY CODE BASE! .-ANTHONY MEASUREMENT AND AUTOMATION EXPLORER  
CAN,CAN,"I AM USING A CRIO 9014 WITH A NI 9853 MODULE TO COMMUNICATE WITH A GE CAN TRANSDUCER.  ONE EXAMPLE I HAVE SHOWS A CLUSTER INPUT FOR WRITES AND OUTPUT FOR READS TO THE CAN MODULE, BUT I CANNOT FIND A DEFINITION OF WHAT I NEED TO PUT IN THE CLUSTER.  THE ELEMENTS ARE:  TIMESTAMP HIGH AND LOW, IDENTIFIER, TYPE, INFO A, INFO B, DATA LENGTH, DATA.  CAN YOU DIRECT ME TO THE DOCUMENTATION THAT DESCRIBES THESE INPUTS/OUTPUTS?ALSO, HOW DO I GET THE TRANSDUCER ID AND BIT RATE INTO THE CONFIGURATION? , REX  NI 9853 "
CAN,Serial,"OUR EQUIPMENT USES SERIAL AND CAN.I HAVE ESTABLISHED SERIAL READ WRITE BUT I NEED HELP WITH THE CAN PART.I HAVE A PEAK USB ADAPTER TO THE PC,BUT I NEED VIRTUAL INSTRUMENTS TO READ AND WRITE TO CAN.I REALLY WANT TO PERFORM THIS WITH VIS AS I AM NOT SOFTWARE SAVY (CVI). DEVELOPER 2015  "
CAN,CAN,"I AM ABLE TO MANUALLY SET UP A DAQ LIST FOR MORE THAN 7 BYTES, BUT I'M NOT SURE HOW TO DO IT WITH THE PROVIDED DAQ SUB VIS.  SENDING THE RAW MESSAGES, I CAN ALLOCATE AN ODT FOR EVERY 7 BYTES I NEED USING THE 0XD4 COMMAND, THE ASSIGN THE MEMORY LOCATION TO READ USING THE 0XE2 AND 0XE1 COMMANDS.  DOES THE ECU M&AMP;C; TOOLKIT HAVE THIS CAPABILITY?  IF NOT, WILL IT BE AVAILABLE IN FUTURE VERSIONS? ECU MEASUREMENT &AMP; CALIBRATION TOOLKIT  "
CAN,GPIB,"NICAN.DLL FILE HAS BEEN DETECTED BY SYMANTEC END POINT SOFTWARE AS A TROJAN.GEN.SMH.2 VIRUS. THE VERSION NI CAN DRIVER USED IS V2.6. THE SYMANTEC END POINT SOFTWARE USED IS VERSION 12.1.6(12.1 RU6 NMMP4) BUILD 6867 (12.1.6867.6400).STEPS TO REPRODUCE:ON A WINDOWS 7 COMPUTER, INSTALL SYMANTEC ENDPOINT PROTECTIONINSTALL NI CAN DRIVER V2.6 NI CAN DRIVER V2.6  "
CAN,CAN,"DOES THE NI USB-8451 PROVIDE ISOLATION BETWEEN THE CONTROLLER (CDAQ IN THIS CASE) AND THE SPI &AMP; GPIO INTERFACES?IF NOT, WHAT IS THE USB CURRENT REQUIREMENT TO OPERATE THE NI USB-8451? LABVIEW  NI USB-8451 "
CAN,CAN,"I HAVE TWO QUESTIONS. FIRST, THE USB 6343 BNC WORKS WELL WITH MY LAPTOP, WHILE 6211 CANNOT BE DISTINGUSHED. ALL DRIVERS AND LABVIEW WERE NEWLY INSTALLED AND SHOULD BE THE LATEST VERSION.  ALSO, I WOULD LIKE TO KNOW HOW TO COMMUNICATE THE SENSOR OUTPUT (I2C OR SPI) TO NI DAQ BOARDS. ARE THOSE BOARDS WE HAVE COMPATIBLE WITH THE I2C OR SPI?  ! LABVIEW PROFESSIONAL DEVELOPMENT SYSTEM VERSION 2009 SP1 USB 6343 AND 6211 "
CAN,CAN,THE ONLY AVAILABLE DOWNLOAD FOR THE USB NOX PACKAGE IS 1_120_11620THE ONLY AVAILABLE VI IN THE PACKAGE FOR NOX REQUIRES INPUT FROM FPGA.  THE VI'S MENTIONED IN THE MANUAL ARE MISSINGSTEPS TO REPRODUCE:DOWNLOAD AND INSTALL 1_120_11620 LABV IEW  USB 8473 CAN NOX PACKAGE 
CAN,LabWindows_CVI,I AM LOOKING FOR FUNCTIONS THAT I CAN CALL IN MY LABWINDOWS/CVI APPLICATION TO TRACK NUMBER OF OCCURANCES OF CAN BUS ERRORS. LABWINDOWS/CVI FULL DEVELOPMENT SYSTEM VERSION 2012 SP1 NI-USB_8473 AND NI PXI-8512 
CAN,CAN,TESTER USES 6 X CAN (8512) CARDS TO TALK TO DEVICES IN PARALLEL. AT SOME INSTANCE (RANDOMLY) THE CAN CARDS GET RE-MAPPED IN THE NI MAX SOFTWARE. INSTEAD OF CAN1 IT SHOWS CAN-1. THIS DISRUPTS THE INITIALIZATION OF THE CAN CARDS AND DISRUPTS CAN COMMUNICATIONS. IN ORDER TO FIX THE ISSUE THE PC HAS TO BE RE-STARTED. THE APPLICATION IS WRITTEN WITH NI LAB WINDOWS CVI 2015 BASE PACKAGE. I ATTACHED THE PICTURE SHOWING THE ERROR IN NI MAX AND ALSO THE LOG REPORT FROM NI ON THE PC. PLEASE REVIEW THE REPORTS AND EMAIL ME OR CALL ME FOR MORE DETAILS. THE ISSUE HAS BEEN HAPPENING FOR OVER 2 YEARS NOW AND WAS NEVER FULLY RESOLVED. IMMEDIATE ASSISTANCE IS REQUIRED. . LABWINDOWS/CVI BASE PACKAGE VERSION 2013 SP1 PCI-8512CAN/HS1
CAN,CAN,"I HAVE A DIFFERENCE BETWEEN SOFTWARE APPLICATIONS AND NEED TO KNOW IF THERE IS A FIX. MAX SHOWS MY HARDWARE AS SERIES 2 (SN 00E0C73F) AND CAN CHANNEL API AS WELL AS CAN FRAME API SHOWS THE HARDWARE AS SERIES 1. THIS COMES INTO PLAY AS I WAS TRYING TO CHANGE THE INTERFACE TRANSCEIVER TYPE FROM SW TO HS. I CAN CHANGE THIS SETTING IN MAX AND IT DOES ACCEPT IT. PLEASE POINT ME IN THE PROPER DIRECTION, I WOULD LIKE TO CHANGE THIS VIA SOFTWARE AS I WILL BE USING BOTH HIGH SPEED AND LOW SPPED DEPENDING ON WHAT HARDWARE IS BEING CONNECTED.  LABVIEW CAN API OR FRAME API  PCI-CAN/XS2 SERIES 2"
CAN,CAN,"HELLO, I HAVE AN APPLICATION WHERE WE USE A FEW NI TOOLS, AND WE'VE STARTED USING USB XNET CAN INTERFACES TO READ OUR DUT CAN MESSAGES.  THIS IS FAIRLY NEW TO ME THOUGH, BUT I HAVE USED SOME PXI CAN DEVICES USING NI CAN YEARS AGO THROUGH LABVIEW.  NONE OF OUR DEVELOPERS USE LABVIEW THOUGH AND PREFER TO GO THROUGH API'S SO CREATING A VI ISN'T THE PREFERRED METHOD.  WE HEAVILY USE TESTSTAND THOUGH FOR OUR TEST SEQUENCING AND I WAS WONDERING IF THERE WAS A GOOD TUTORIAL OF USING TESTSTAND AND PULLING A CAN MESSAGE THROUGH OUR 9862.  IF TESTSTAND CAN'T DO IT DIRECTLY, MAYBE AN EXAMPLE OF HOW TO USE THE XNET XPI TO PULL A CAN MESSAGE BIT INTO TEST STAND? TESTSTAND VERSION 2014 SP1 USB-9862"
CAN,CAN,"EVERYTHING WORKED FINE INITIALLY, SUDDENLY, THE LABVIEW AS WELL AS THE NI-MAX SHOWED ERROR (0XBFF621A5) THE LIN INTERFACE DID NOT DETECT POWER ON THE LIN BUS. HOWEVER, I CHECKED THAT THE POWER SUPPLY WAS FINE AND PRODUCED CORRECT VOLTAGE TO IT. (12V). AND THE VBAT LIGHT ON THE DEVICE DOES NOT LIGHT UP NOW.  PLEASE PROVIDE SUPPORT.  USB-8476"
CAN,GPIB,"SHOULD THIS DEVICE APPEAR IN MAX?  OR, DID MY ADAPTER POSSIBLY GO BAD?  PCI-CAN/LS2SERIES2"
CAN,CAN,"MY PROGRAM USES NI-DAQMX AND NI-XNET TO GET  SENSOR DATA AND CAN DATA WITH A PXI SYSTEM AND RECORD IT TO A TDMS FILE. THE NI-DAQMX PART WORKS. I USE THE DAQMX CONFIGURE LOGGING (TDMS) VI TO SET UP THE TDMS FILE AND THEN GO INTO A WHILE LOOP TO READ/RECORD THE DATA. IN THE LOOP, I DISPLAY THE DATA AS A WAVEFORM (THERE ARE CONTROLS TO ALLOW THE USER TO SELECT WHICH WAVEFORMS TO DISPLAY) AND USE VIS TO FIND THE MAX, MIN, AVERAGE, AND RMS VALUES FOR EACH CHANNEL. THOSE VALUES ARE DISPLAYED AND USED TO FIND THE POWER VALUES OF THE SYSTEM. ALL OF THIS WORKS, EXCEPT WHEN THE LOOP STARTS OVER, THE WAVEFORMS AND DISPLAYS ALL DISAPPEAR OR GO TO 0/NAN. IS THERE A WAY TO MAKE THESE DISPLAYS STAY IN PLACE WHILE THE NEXT READ IS TAKING PLACE? ON TO THE NI-XNET PART OF THE PROGRAM. I SET UP WHICH SIGNALS TO READ IN (I WILL READ 11) OUTSIDE OF THE LOOP, I INITIALIZE A WAVEFORM ARRAY WITH 11 CHANNELS AND SEND THIS IN TO A SHIFT REGISTER ON THE WHILE LOOP. IN THE LOOP, I READ IN THE DATA AND TAKE THE WAVEFORM ARRAY OUTPUT AND SEND IT TO A REPLACE ARRAY SUBSET VI.  THIS VI ALSO GOT THE OUTPUT OF THE SHIFT REGISTER AS AN INPUT, AS WELL AS THE SIZE OF THE ARRAY FROM ARRAY SIZE VI. FINALLY, THE OUTPUT OF REPLACE ARRAY SUBSET VI IS OUTPUT TO THE SHIFT REGISTER.  AFTER THE LOOP FINISHED, THE COMPLETE ARRAY IS SENT TO THE TDMS WRITE VI FOR DATA LOGGING.  I HAVE IT SET UP SO ONE OF THE CHANNELS IS SEPARATED OUT AND THE LENGTH IS FOUND. I DID THIS TO TROUBLESHOOT AND SEE HOW MUCH DATA IS ACTUALLY BEING RECORDED. NOW FOR THE PROBLEMS. IT IS COMING UP WITH AN ERROR SAYING THAT I'M TRYING TO READ DATA THAT IS NO LONGER AVAILABLE AND THE CAN RECORD LENGTH IS STILL 0, SO NO CAN DATA IS BEING OUTPUT BY THE WHILE LOOP AT ALL. ALSO, THE CAN DATA GROUP IS NOT BEING WRITTEN TO THE TDMS FILE AT ALL. I HAVE INCLUDED IN THE ATTACHED ZIP FILE MY PROGRAM AND A SCREEN CAPTURE OF THE ERROR THAT KEEPS OCCURRING. I HAVE TRIED TO INCLUDE COMMENTS TO EXPLAIN MY PROGRAM ALONG WITH THIS EMAIL. LABVIEW  CAN, FLEXRAY, LIN AND I2C/SPI"
CAN,CAN,"IM HAVING DIFFICULTY ADDING NI-9862 TO CDAQ-9188  ITS NOT SHOWING UP IN MAX NEITHER AS NI-XNET DEVICE, NOR AS NI-CAN DEVICE. IT IS LISTED IN NETWORK DEVICES UNDER THE COMPACT DAQ AS NI CDAQ UNSUPPORTED MODULE, THATS ALL.IVE TRIED COMPLETELY UNINSTALLING CAN AND INSTALLING NI-XNET 1.1.0F0 WITH NI-CAN COMPATIBILITY ENABLED; TRIED IT ON SEVERAL PCS   - SAME STORY.COMPACT DAQ HAS OTHER MODULES AND THEY WORK FINE. I HAVE ATTACHED THE CONFIGURATION OF MY PC. VISUAL BASIC  CAN, FLEXRAY, LIN AND I2C/SPI"
CAN,CAN,"WE HAVE NI-845X REVISION 1.1.4 LOADED FOR 2010 WORKING OK, BUT SYSTEM WAS UPDATED TO 2011 - NOW VI'S USING NI-845X ARE BROKE.  SHOULD 1.1.4 SUPPORT 2011?  ARE THERE STEPS WE CAN TAKE TO MIGRATE?  WE HAVE BEEN UNABLE TO FIND A LATER NI 845 VERSION. LABVIEW  PXI CONTROLLERS, CHASSIS, AND MXI"
CAN,HighSpeedDigital_IO,"MY GOAL: TO USE THE SPI WRITE FEATURE TO CLOCK OUT DATA TO AN EXTERNAL DEVICE. I HAVE SEEN EXAMPLE OF DOING SO BY SENDING DATA AS BYTE SIZE UNITS. CAN I DO THIS ALSO IN BIT SIZE? SO FOR EXAMPLE LETS SAY I NEED TO SEND A CHUCK OF DATA AT A GIVEN TIME OF SIZE 87 BITS FOR EXAMPLE, HOW CAN I DO SO? IS THERE AN EXAMPLE IN CVI?  IN ADVANCE FOR YOUR HELP.DAVID MCPHERSON LABWINDOWS/CVI  DIGITAL, HIGH-SPEED"
CAN,CAN,"I WANT TO CREATE A VS 2010 VB APP &AMP; NEED THE RESOURCES TO HOOK IN &AMP; ANY SAMPLE SOURCE FOR NI USB-8476 LIN DEVICE VISUAL BASIC  CAN, FLEXRAY, LIN AND I2C/SPI"
CAN,CAN,"I HAVE INSTALLED VERSION 1.1.3 OF THE NI-845X SOFTWARE ON MY WINDOWS 7 WORKSTATION.  THE INSTALLATION SEEMS TO HAVE BEEN SUCCESSFUL, AND THE MAX WILL RECOGNIZE THE HARDWARE.  HOWEVER, I CANNOT FIND THE VI'S FOR THE NI-845X WITHIN THE LABVIEW 2010 ENVIRONMENT.  IS THERE A SEPARATE INSTALLATION, OR DO I HAVE TO IMPORT A LIBRARY IN ORDER FOR THE VIS SHOWN IN THE USER GUIDE TO APPEAR? LABVIEW  DIGITAL INPUT/OUTPUT"
CAN,CAN,"NI SENT ME A LOANER CARD TO TROUBLESHOOT A PROBLEM A CUSTOMER IS SEEING IN ANOTHER STATE.  THIS CARD HAS A 5-PIN CONNECTOR VERSUS THE 9-PIN, AND I CAN'T FIND THE PIN-OUT INFORMATION. ,DOUG SCHNEIDER LABVIEW  CAN, FLEXRAY, LIN AND I2C/SPI"
CAN,CAN,"HI, I HAVE NI USB-8451 DEIVCE. I WOULD LIKE TO USE THAT AS A SPI MASTER DEVICE.I WOULD LIKE TO DRIVE CONSTANT CURRENT LED DRIVERS(TLC5925) USING USB-8451.I HAVE MOSI(DATA OUT FROM USB-8451) BUT NO MISO. JUST WANT TO DRIVED LEDS.IS THIS POSSIBLE? ,MAUSAM775-448-3765 LABVIEW  SERIAL/RS-232/RS-485"
CAN,CAN,"WILL THE PCI-8516 WORK WITH THE J2602 PROTOCOL? OR DO I HAVE TO USE THE USB-8476?BOTH UNITS USE THE SAME TRANSCIEVER BUT THE 8516 IS AN XNET DEVICE AND XNET DOES NOT APPEAR TO SUPPORT J2602.IF I HAVE TO USE THE 8476 WHAT DRIVERS ARE USED WITH THIS DEVICE?DOES IT USE THE NI-CAN DRIVERS FOR A LIN DEVICE? LABVIEW  CAN, FLEXRAY, LIN AND I2C/SPI"
CAN,CAN,"I'M TRYING TO GET THE PRODUCT NUMBER AND NAME OF THE NATIONALINSTRUMENTS CARD INSTALLED ON MY COMPUTER. ACCORDING TO THE MANUAL WHENI GET THE PROPERTY FOR NXPROPDEV_NAME I SHOULD GET NI PCI-8512 (2 PORTS)FOR AN NI PCI-8512 DEVICE. INSTEAD I GET AN EMPTY CSTRING. FORNXPROPDEV_PRODUCTNUM I SHOULD GET 8512 FOR AN NI PCI-8512 DEVICE, BUTINSTEAD I GET THIS NUMBER: 3435973836. BELOW IS A SNIPPET OF THE CODE I'M USING. IS THERE SOMETHING I AM DOINGINCORRECTLY?  INT PROPSIZE;INT CPROPSIZE;U32 PROPNAME;CSTRING CPROPNAME;CHAR *L_PSELECTEDINTERFACE = ""CAN2"";CHAR *L_PFRAMEARRAY = NULL;CHAR *L_PSELECTEDDATABASE = "":MEMORY:"";CHAR *L_PSELECTEDCLUSTER = """"; G_NXSTATUS = (*M_PNXCREATESESSION)(L_PSELECTEDDATABASE,L_PSELECTEDCLUSTER,L_PFRAMEARRAY,L_PSELECTEDINTERFACE,NXMODE_FRAMEINSTREAM, &AMP;SESSIONREF;); G_NXSTATUS = (*M_PNXGETPROPERTYSIZE)(SESSIONREF, NXPROPDEV_PRODUCTNUM,(U32)(&AMP;PROPSIZE;));G_NXSTATUS = (*M_PNXGETPROPERTY)(SESSIONREF, NXPROPDEV_PRODUCTNUM,(U32)(PROPSIZE),&AMP;PROPNAME;);G_NXSTATUS = (*M_PNXGETPROPERTYSIZE)(SESSIONREF, NXPROPDEV_NAME,(U32)(&AMP;CPROPSIZE;));G_NXSTATUS = (*M_PNXGETPROPERTY)(SESSIONREF, NXPROPDEV_NAME,(U32)(CPROPSIZE),&AMP;CPROPNAME;); VISUAL C++  CAN, FLEXRAY, LIN AND I2C/SPI"
CAN,CAN,"I AM USING THE NI-8451 TO ACCESS TWO DEVICES USING THE SPI PORT. ONE DEVICE IS SELECTED WITH CS0 AND THE CS IS ACTIVE-HIGH. THE SECOND DEVICE IS SELECTED WITH CS1 AND THE CS IS ACTIVE-LOW. I HAVE WRITTEN A SUBVI FOR EACH AND BOTH USE THE SCRIPTING APPROACH.  FOR EACH DEVICE, BEFORE AND AFTER A SPI TRANSACTION, THE CS MUST BE IN THE NEGATED (INACTIVE, UNSELECTED) STATE. SO MY SCRIPT DRIVES CS ACTIVE, APPLIES THE R/W DATA, THEN DRIVES THE CS INACTIVE. I DO NOT USE THE 'SPI SCRIPT DISABLE SPI' IN THE SUBVI SO THAT THE CS WILL BE HELD IN THE NEGATED STATE FOLLOWING THE SPI COMMUNICATION. THIS IS TRUE OF BOTH SUBVIS I CREATED: ONE FOR EACH DEVICE. HERE'S THE PROBLEM: WHEN I RUN THE ACTIVE-LOW CS SUBVI CODED PER THE RECOMMENDED PROCEDURE FROM THE NI EXAMPLES, IT SOMEHOW CLEARS THE CS STATE FOR THE ACTIVE-HIGH CS CHANNEL(WHICH WAS PREVIOUSLY BEING HELD LOW TO DISABLE THAT PORT). NOW THE CS STATE OF THE ACTIVE-HIGH CHANNEL BECOMES HIGH WHICH IS ASSERTED, AND I GET SPI BUS COLLISIONS BETWEEN THE TWO DEVICES. ACCORDING TO THE DOCUMENTATION, THE 'RESET' OR 'INITIALIZED' STATE OF THE 8451 IS SUCH THAT ALL OUTPUTS ARE PULLED HIGH. SO IT SEEMS THAT SOME STEP IN THE SCRIPTING PROCEDURE EMBODIED IN THE ACTIVE-LOW CS SUBVI IS INADVERTENTLY RE-INITIALIZING THE CS FOR THE ACTIVE-HIGH CS CHANNEL. BOTTOM LINE: WHAT IS THE PROPER WAY TO IMPLEMENT MULTIPLE DEVICES ON A COMMON SPI BUS WITH A MIX OF ACTIVE-HIGH AND ACTIVE-LOW CS? THE PROCEDURE MUST ALLOW ALL CS LINES TO REMAIN DRIVEN IN THE NEGATED STATE (HIGH FOR ACTIVE-LOW CS; LOW FOR ACTIVE-HIGH CS) BEFORE AND AFTER A SPI TRANSACTION TO THAT DEVICE. I AM FORCED INTO USING THE SCRIPTING APPROACH AT LEAST ON THE ACTIVE-HIGH CS PORTS, SINCE THIS IS NOT SUPPORTED BY THE SPI PROPERTY NODE APPROACH. NOTE: THE 'FILE ATTACHMENT' FIELD BELOW IS NOT ALLOWING ME TO ATTACH A FILE. LABVIEW  "
CAN,CAN,"CAN I USE THE X-NET API TO ACCESS THE ""VALUE DESCRIPTIONS"" THAT ARE ASSOCIATED WITH A PARTICULAR SIGNAL?  FOR EXAMPLE, I HAVE A .DBC FILE (CREATED WITH CANDB++) THAT INCLUDES A PARTICULAR SIGNAL.  THIS SIGNAL IS NOT SO MUCH OF A ""NUMERIC"" VALUE, BUT A VALUE THAT CORRESPONDS TO AN ENUMERATED LIST (I.E. 0X1= ACTION A, 0X02 = ACTION B, ETC).  IN CANDB++, THESE ""ACTIONS"" ARE DEFINED FOR THE SIGNAL AS ""VALUE DESCRIPTIONS"" OR WITHIN A ""VALUE TABLE"".  IS ANY OF THIS INFORMATION AVAILABLE FROM THE XNET API?  IT SEEMS LIKE IT WOULD MAKE MY CODE MORE READABLE AND CLEAR IF I WANT TO SEND A PARTICULAR ACTION MESSAGE IF I CAN REFER TO IT BY NAME INSTEAD OF BY HARD-CODING AN ARBITRARY VALUE. ,KARSTEN TESSARZIKTESLA MOTORS, INC.650-681-5096 LABVIEW  CAN, FLEXRAY, LIN AND I2C/SPI"
CAN,CAN,"WE HAVE A USB-8451 SPI INTERFACE MODULE.  THE SPI OUTPUT LEVELS ARE 3.3 V.  WE NEED 5 V. LEVELS.  CAN I USE A 1 K PULLUP TO 5 V.?  MANUAL SAYS YOU CAN DO THIS FOR DIGITAL I/O, BUT DOESN'T DISCUSS IT FOR SPI. LABVIEW  OTHER"
CAN,MultifunctionDAQ,"HELLO: I AM WORKING ON A PROJECT THAT REQUIRES COLLECTION OF DATA FROM SEVERAL DIFFERENT SOURCES.  USING A MULTIFUNCTION DAQ CARD (NI USB-6212), WE ARE ACQUIRING TWO CHANNELS OF AI DATA AT 1000 HZ, ALSO MEASURING THE ANGULAR POSITION OF A DEVICE USING AN ENCODER CONNECTED TO A COUNTER 1 OF THE DEVICE.  WE HAVE THESE ENCODER SET UP TO BE SYNCHRONIZED TO THE AISAMPLECLOCK.  THIS IS WORKING FINE.   WE ALSO NEED TO MEASURE (AND SEND) DATA FROM (AND TO) A CAN DEVICE.  WE ARE USING A USB-8473S AND WOULD LIKE TO SYNCHRONIZE THE CAN READINGS WITH THE AI READINGS IF POSSIBLE.  I HAVE BEEN ATTEMPTING TO USE THE SYNCHRONIZATION METHOD DESCRIBED AT HTTP://DIGITAL.NI.COM/PUBLIC.NSF/ALLKB/D0EDC7D94E14EA4386257348006148DD ENTITLED SYNCHRONIZING USB-8473S CAN DEVICE WITH A DAQ DEVICE IN LABVIEW. WHEN I INCORPORATED THIS CODE INTO MY APPLICATION THAT WAS ALSO ACQUIRING AI AND ENCODER DATA I RECEIVED AN ERROR -89137.  IT IS NOT CLEAR TO ME HOW TO DETERMINE WHY THIS ROUTE IS NOT POSSIBLE.   NEVERTHELESS, I DECIDED TO STRIP OUT THE ENCODER CODE TO MAKE SURE THAT I COULD JUST SYNC THE CAN AND THE AI READINGS.  WHEN I DID THIS, I ALSO RECEIVED AN ERROR (-1074388697), WHICH STATES THAT THE EXTERNAL TIMEBASE HAS DISAPPEARED.  WITH THIS FAILING, I DECIDED TO TRY JUST THE EXAMPLE LISTED AT THE BOTTOM OF THE PAGE FOR SYNCHING CAN TO AI LINKED ABOVE.  THIS CODE WOULD NOT WORK FOR ME EITHER, STILL GIVING THE ERROR -1074388697. I HAVE PHYSICALLY CONNECTED THE GND, START, AND CLK TERMINAL ON THE 8473S TO THE DGND, PFI0, AND PFI7 RESPECTIVELY. ANY HELP THAT YOU CAN PROVIDE WILL BE GREATLY APPRECIATED. , DOUG HARPER LABVIEW  CAN, FLEXRAY, LIN AND I2C/SPI"
CAN,CAN,"HELLO, I CURENTLY HAVE AN NI 9881 CANOPEN C SERIES MODULE ON AN CRIO 9024 WITH A 9114 BACKPLANE. ATTACHED IS A PICTURE OF THE ERROR I GET WHEN TRYING TO ADD THE CARD TO THE PROJECT. IT IS SAYING IT IS NOT SUPPORTED IN THE CURRENT VERSION OF RIO SOFTWARE AND LABVIEW SOFTWARE. I AM RUNNING THE LATEST RIO DRIVER AND LABVIEW 2011. I INSTALED THE INDUSTRIAL COMMUNICATIONS FOR CANOPEN 1.0 THAT CAME WITH THE CARD. IS THERE A MORE RECENT VERSION OF THE CANOPEN SOFTWARE.  FOR YOUR HELP.  CHRIS OSETEK LABVIEW  CAN, FLEXRAY, LIN AND I2C/SPI"
CAN,CAN,"HELLO, I AM USING THE USB-CAN 8473 MODEL FOR CAN COMMUNICATION IN MY TESTCELL. WHEN READING THE MESSAGES ON THE BUS USING THE NI-CAN BUSMONITOR, I SEE MESSAGES WITH THE ID OF '0X18......', SHOWN AS THE FIRST PIC OF THE ATTACHED PDF. BUT WHEN RECEIVING MESSAGES USING THE EXAMPLE CODE 'CAN RECEIVE.VI', THE MESSAGE ID IS '38......', SHOWN AS THE PIC2. IT'S DIFFERENT FROM WHAT I SEE FROM THE BUSMONITOR. IS THAT BECAUSE THE EXAMPLE VI GIVES EXTENDED ID? AND HOW CAN I GET THE SAME ID THROUGH LABVIEW PROPRAM? ,XIAOBO LABVIEW  CAN, FLEXRAY, LIN AND I2C/SPI"
CAN,CAN,"I AM USING THE NI-8473 WITH THE RP1210 SOFTWARE PACKAGE I DOWN LOADED FROM THE NI SITE.  I CAN SEND AND RECEIVE MESSAGES BUT I NEED TO BE ABLE TO USE THE EXTENDED ADDRESSING FOR J1939 FORMAT MESSAGES AND I DO NOT KNOW WHAT IS THE COMMAND TO ENABLE THIS IS. TESTSTAND  CAN, FLEXRAY, LIN AND I2C/SPI"
CAN,CAN,"HTTP://ZONE.NI.COM/DEVZONE/CDA/TUT/P/ID/5859 I AM TRYING TO USE A NI 9862 WITH OUR ECU TOOLKIT AND IT IS NOT WORKING.  THE CAN CARD IS ABLE TO SEE THE ECU MESSAGES USING THE BUS MONITOR BUT WHEN I POINT MY ECU DRIVER TO THE INTERFACE (CAN1) IT SAYS THE INTERFACE IS INVALID.  IF I UNDERSTAND THE LINK ABOVE WE MAY HAVE A COMPATIBILITY ISSUE BETWEEN THE NI 9862 AND THE ECU TOOLKIT. QUESTIONS:1) IS THERE A COMPATIBILITY ISSUE?2) IF YES, IS THERE AN EASY FIX? ! I HAVE INSTALLED THE COMPATIBILITY SOFTWARE UNDER XNET(NO HELP)THE ATTACHMENT IS A WINDOW SHOT OF THE ERROR DIALOG. RODNEY MATZNICKCONTROLS ENGINEERFLEXIBLE AUTOMATION INC.(810)742-8540  FAX: (810)742-8611RMATZNICK@FLEXAUTOINC.COM LABVIEW  CAN, FLEXRAY, LIN AND I2C/SPI"
CAN,CAN,"I'D LIKE TO RE-OPEN SR 7327678. THE CUSTOMER RECENTLY EXPERIENCED ANOTHER ISSUE WITH CAN AND THE ERROR MESSAGE RETURNED BY CAN INDICATES AN INTERNAL ERROR AND RECOMMENDS SUBMITTING THE NICANERR.TXT LOG. I'VE ALSO INCLUDED A SCREEN OF THE ERROR TEXT. THE SOFTWARE NOR HARDWARE HAS CHANGED SINCE THE PREVIOUS SR WAS OPEN. THE CUSTOMER HAS NOT EXPERIENCED THE ERROR SINCE IT OCCURRED LAST ON OCT1. LABVIEW  CAN, FLEXRAY, LIN AND I2C/SPI"
CAN,CAN,"DEAR NI SUPPORT, I HAVE A NI CAN BUS (PCI) INSTALLED ON MY COMPUTER.  I WOULD LIKE TO CONTROL A COPLEY STEPNET CONTROLLER (FOR CONTROLLING A STEPPER MOTOR) THROUGH THE NI CAN BUS USING LABVIEW.  I AM WONDERING IF THERE IS ANY EXAMPLE ON SOMETHING LIKE THIS.  ! PEI-YING LABVIEW  CAN, FLEXRAY, LIN AND I2C/SPI"
